peak	degree	kcore	n_cliques	n_modules	types	genes	states
chr6:43771931-43772131	2	1	0	0	distal	.	.
chr6:43900915-43901142	2	1	0	0	distal	.	.
chr6:43924331-43924516	1	1	0	0	distal	.	.
chr6:44128258-44128409	1	1	0	0	proximal	MRPL14	.
chr6:44158826-44158982	1	1	0	0	proximal	CAPN11	.
chr6:44237920-44238142	1	1	0	0	distal	.	.
chr6:44245937-44246104	1	1	0	0	proximal	HSP90AB1	.
chr6:44246673-44247140	2	2	1	1	proximal	HSP90AB1	.
chr6:44256882-44257032	3	1	0	0	proximal	SLC35B2	.
chr6:44257314-44257731	4	1	0	0	proximal	SLC35B2	.
chr6:44265305-44265457	2	1	0	0	proximal	NFKBIE	.
chr6:44265538-44265710	2	1	0	0	proximal	NFKBIE	.
chr6:44268085-44268241	2	2	1	1	distal	.	.
chr6:44337678-44337828	1	1	0	0	distal	.	.
chr6:44338629-44338780	1	1	0	0	distal	.	.
chr6:44387417-44387765	1	1	0	0	proximal	CDC5L	.
chr6:44387841-44388366	2	1	0	0	proximal	CDC5L	.
chr6:44415545-44415820	1	1	0	0	distal	.	.
chr6:44443982-44444132	1	1	0	0	distal	.	.
chr6:44456385-44456535	3	1	0	0	distal	.	.
chr6:44469928-44470263	3	2	1	1	distal	.	.
chr6:44592078-44592274	1	1	0	0	distal	.	.
chr6:448077-448227	1	1	0	0	distal	.	.
chr6:45176007-45176168	1	1	0	0	distal	.	.
chr6:45422479-45422700	1	1	0	0	proximal	ENSG00000271857	.
chr6:46015698-46016077	1	1	0	0	distal	.	.
chr6:46034151-46034301	2	1	0	0	distal	.	.
chr6:46085531-46085681	1	1	0	0	distal	.	.
chr6:46085814-46086188	1	1	0	0	distal	.	.
chr6:46129417-46130331	1	1	0	0	proximal	ENPP4,ENSG00000231769	.
chr6:46170491-46171251	1	1	0	0	proximal	ENPP5	.
chr6:46491263-46492223	2	1	0	0	proximal	RCAN2,RCAN2-DT	.
chr6:46756866-46757117	1	1	0	0	distal	.	.
chr6:47309541-47310109	1	1	0	0	proximal	TNFRSF21	.
chr6:47587819-47587969	1	1	0	0	distal	.	.
chr6:4776055-4776595	1	1	0	0	proximal	CDYL-AS1	.
chr6:4981362-4981711	1	1	0	0	distal	.	.
chr6:5206165-5206445	1	1	0	0	distal	.	.
chr6:52263817-52264198	1	1	0	0	distal	.	.
chr6:52420666-52420839	1	1	0	0	distal	.	.
chr6:52517916-52518319	1	1	0	0	distal	.	.
chr6:5260404-5260775	1	1	0	0	proximal	FARS2,LYRM4	.
chr6:5260888-5261732	1	1	0	0	proximal	FARS2,LYRM4	.
chr6:52644128-52644299	1	1	0	0	distal	.	.
chr6:52652108-52652336	1	1	0	0	distal	.	.
chr6:52882464-52882670	1	1	0	0	distal	.	.
chr6:53064723-53065002	3	1	0	0	proximal	ENSG00000288646	.
chr6:53161688-53161845	1	1	0	0	distal	.	.
chr6:53325545-53325705	1	1	0	0	distal	.	.
chr6:53348774-53349097	1	1	0	0	proximal	ELOVL5	.
chr6:53484723-53484892	1	1	0	0	distal	.	.
chr6:53519177-53519327	1	1	0	0	distal	.	.
chr6:53547714-53548396	1	1	0	0	distal	.	.
chr6:53651496-53652181	1	1	0	0	distal	.	.
chr6:53728692-53728843	1	1	0	0	distal	.	.
chr6:53794768-53795026	1	1	0	0	proximal	ENSG00000227885,LRRC1	.
chr6:53943052-53943215	1	1	0	0	distal	.	.
chr6:53956140-53956402	1	1	0	0	distal	.	.
chr6:546332-546565	1	1	0	0	distal	.	.
chr6:56954705-56954877	1	1	0	0	proximal	BEND6,DST	.
chr6:56954957-56955678	1	1	0	0	proximal	BEND6,DST	.
chr6:57089852-57090258	1	1	0	0	distal	.	.
chr6:57221606-57222199	1	1	0	0	proximal	RAB23	.
chr6:57274186-57274456	1	1	0	0	distal	.	.
chr6:57317451-57317667	1	1	0	0	distal	.	.
chr6:57540122-57540272	1	1	0	0	distal	.	.
chr6:57792822-57793078	1	1	0	0	distal	.	.
chr6:5996033-5996530	1	1	0	0	distal	.	.
chr6:63635589-63636624	1	1	0	0	proximal	PHF3	.
chr6:63673630-63673780	1	1	0	0	distal	.	.
chr6:663211-663398	1	1	0	0	distal	.	.
chr6:692845-693340	1	1	0	0	proximal	ENSG00000271727,EXOC2	.
chr6:70187919-70188069	2	2	1	1	distal	.	.
chr6:70566711-70567353	1	1	0	0	proximal	SDHAF4	.
chr6:70667622-70668707	2	2	1	1	proximal	SMAP1	.
chr6:70839605-70839755	2	2	1	1	distal	.	.
chr6:7108304-7108454	1	1	0	0	proximal	RREB1	.
chr6:71221820-71221975	1	1	0	0	distal	.	.
chr6:71245412-71245596	1	1	0	0	distal	.	.
chr6:71420191-71421066	1	1	0	0	proximal	LINC00472	.
chr6:7247892-7248042	1	1	0	0	distal	.	.
chr6:72954514-72954664	1	1	0	0	distal	.	.
chr6:7312787-7313424	2	1	0	0	distal	.	.
chr6:73388781-73389355	1	1	0	0	proximal	ENSG00000290002	.
chr6:73461676-73461839	1	1	0	0	proximal	MTO1	.
chr6:73505947-73506192	1	1	0	0	distal	.	.
chr6:73513895-73514870	1	1	0	0	distal	.	.
chr6:73530736-73530893	1	1	0	0	distal	.	.
chr6:73645695-73645922	2	1	0	0	distal	.	.
chr6:73653194-73653644	1	1	0	0	proximal	SLC17A5	.
chr6:73774755-73774905	1	1	0	0	distal	.	.
chr6:7414670-7414974	1	1	0	0	distal	.	.
chr6:75209026-75209176	1	1	0	0	distal	.	.
chr6:75349699-75349923	1	1	0	0	distal	.	.
chr6:7548305-7548778	1	1	0	0	distal	.	.
chr6:75593801-75593988	1	1	0	0	distal	.	.
chr6:75748892-75749275	1	1	0	0	proximal	MYO6	.
chr6:75749732-75749921	1	1	0	0	proximal	MYO6	.
chr6:75750090-75750273	1	1	0	0	proximal	MYO6	.
chr6:75775248-75775568	2	1	0	0	distal	.	.
chr6:7636859-7637009	1	1	0	0	distal	.	.
chr6:79536662-79537728	1	1	0	0	proximal	ENSG00000287811,LCA5	.
chr6:79631108-79631646	1	1	0	0	proximal	SH3BGRL2	.
chr6:79778024-79778273	1	1	0	0	distal	.	.
chr6:79810181-79810391	1	1	0	0	distal	.	.
chr6:7985957-7986236	1	1	0	0	distal	.	.
chr6:79946883-79947164	1	1	0	0	proximal	ELOVL4,ENSG00000287816	.
chr6:80106325-80107098	1	1	0	0	proximal	BCKDHB	.
chr6:8131084-8131503	1	1	0	0	distal	.	.
chr6:83057813-83058053	1	1	0	0	distal	.	.
chr6:83065679-83066018	1	1	0	0	proximal	UBE3D	.
chr6:83168609-83168780	1	1	0	0	distal	.	.
chr6:83192914-83193461	4	1	0	0	proximal	PGM3,RWDD2A	.
chr6:83193882-83194157	1	1	0	0	proximal	PGM3,RWDD2A	.
chr6:83430220-83430822	1	1	0	0	proximal	ME1	.
chr6:83431016-83431377	2	1	0	0	proximal	ME1	.
chr6:83684444-83684594	1	1	0	0	distal	.	.
chr6:83708768-83709497	1	1	0	0	proximal	SNAP91	.
chr6:8374573-8374723	1	1	0	0	distal	.	.
chr6:83853373-83853649	1	1	0	0	proximal	ENSG00000287705,RIPPLY2	.
chr6:83859449-83860260	2	1	0	0	proximal	CYB5R4	.
chr6:88780867-88781123	1	1	0	0	distal	.	.
chr6:88917700-88917867	1	1	0	0	distal	.	.
chr6:88923881-88924031	2	1	0	0	distal	.	.
chr6:88927943-88928168	1	1	0	0	distal	.	.
chr6:89080341-89080827	1	1	0	0	proximal	PNRC1,PNRC1-DT	.
chr6:89139456-89139872	2	1	0	0	distal	.	.
chr6:89198130-89198482	1	1	0	0	distal	.	.
chr6:89210239-89210389	1	1	0	0	distal	.	.
chr6:89223916-89224420	3	1	0	0	distal	.	.
chr6:89327778-89327928	1	1	0	0	distal	.	.
chr6:89352307-89353120	2	1	0	0	proximal	UBE2J1	.
chr6:89372153-89372361	1	1	0	0	distal	.	.
chr6:89380804-89380954	1	1	0	0	distal	.	.
chr6:89412213-89412552	1	1	0	0	proximal	RRAGD	.
chr6:89638419-89638587	1	1	0	0	proximal	LYRM2	.
chr6:89802534-89802707	1	1	0	0	distal	.	.
chr6:89819280-89820125	2	1	0	0	proximal	MDN1	.
chr6:89829250-89829505	1	1	0	0	proximal	CASP8AP2	.
chr6:89829574-89830248	1	1	0	0	proximal	CASP8AP2	.
chr6:89852695-89852886	1	1	0	0	distal	.	.
chr6:89881310-89881460	1	1	0	0	distal	.	.
chr6:89940050-89940308	2	1	0	0	distal	.	.
chr6:90008723-90008902	1	1	0	0	distal	.	.
chr6:90218280-90218822	3	1	0	0	distal	.	.
chr6:90285648-90285867	1	1	0	0	distal	.	.
chr6:90295966-90296133	1	1	0	0	proximal	BACH2,ENSG00000260271	.
chr6:90296575-90297155	2	1	0	0	proximal	BACH2	.
chr6:90677806-90677956	1	1	0	0	distal	.	.
chr6:90678080-90678230	1	1	0	0	distal	.	.
chr6:907040-907190	1	1	0	0	distal	.	.
chr6:90739499-90739945	1	1	0	0	distal	.	.
chr6:91725808-91725958	1	1	0	0	distal	.	.
chr6:92126389-92126539	1	1	0	0	distal	.	.
chr6:98833249-98833553	1	1	0	0	proximal	ENSG00000283010,ENSG00000289501	.
chr6:98845495-98846054	1	1	0	0	distal	.	.
chr6:98859058-98859254	1	1	0	0	distal	.	.
chr6:99152151-99152301	1	1	0	0	distal	.	.
chr6:99349648-99349825	1	1	0	0	proximal	FAXC	.
chr6:99424744-99424973	1	1	0	0	proximal	PNISR,PNISR-AS1	.
chr6:99425060-99425802	1	1	0	0	proximal	PNISR,PNISR-AS1	.
chr6:99568294-99568976	1	1	0	0	proximal	CCNC	.
chr6:99588415-99589218	1	1	0	0	distal	.	.
chr6:99603211-99603464	1	1	0	0	distal	.	.
chr6:99613373-99613805	1	1	0	0	distal	.	.
chr6:99614981-99615131	1	1	0	0	distal	.	.
chr6:99735374-99735524	1	1	0	0	distal	.	.
chr6:99824013-99824163	1	1	0	0	distal	.	.
chr7:100032887-100033185	1	1	0	0	distal	.	.
chr7:100082303-100082873	2	1	0	0	proximal	ZNF3	.
chr7:100088878-100089092	1	1	0	0	proximal	COPS6	.
chr7:100091825-100092151	2	1	0	0	distal	.	.
chr7:100094262-100094412	3	2	1	1	distal	.	.
chr7:100101259-100102094	1	1	0	0	proximal	AP4M1,MCM7	.
chr7:100118945-100119150	1	1	0	0	proximal	CNPY4,TAF6	.
chr7:100119254-100120160	1	1	0	0	proximal	CNPY4,TAF6	.
chr7:100126894-100127542	1	1	0	0	proximal	ENSG00000242798,MBLAC1	.
chr7:100132735-100132897	1	1	0	0	distal	.	.
chr7:100237724-100238161	1	1	0	0	distal	.	.
chr7:100247438-100247680	1	1	0	0	distal	.	.
chr7:100270895-100271138	1	1	0	0	distal	.	.
chr7:100272179-100272627	2	1	0	0	proximal	CASTOR3P	.
chr7:100301572-100301778	1	1	0	0	distal	.	.
chr7:100335825-100336565	5	1	0	0	proximal	ENSG00000291178,STAG3L5P,STAG3L5P-PVRIG2P-PILRB	.
chr7:100344948-100345171	2	1	0	0	distal	.	.
chr7:100390355-100390534	1	1	0	0	distal	.	.
chr7:100397166-100397469	2	1	0	0	proximal	ENSG00000289690,ENSG00000289691	.
chr7:100428606-100428914	1	1	0	0	proximal	MEPCE,ZCWPW1	.
chr7:100450524-100451022	2	1	0	0	distal	.	.
chr7:100455971-100456173	2	1	0	0	distal	.	.
chr7:100465919-100466080	1	1	0	0	distal	.	.
chr7:100479090-100479595	1	1	0	0	proximal	TSC22D4	.
chr7:100483311-100483471	1	1	0	0	proximal	ENSG00000286938,NYAP1	.
chr7:100483815-100483969	3	2	1	1	proximal	ENSG00000286938,NYAP1	.
chr7:100511209-100511436	5	2	1	1	distal	.	.
chr7:100538532-100539376	1	1	0	0	proximal	AGFG2	.
chr7:100569329-100569664	2	1	0	0	proximal	ENSG00000289886	.
chr7:100604167-100604563	1	1	0	0	proximal	PCOLCE-AS1	.
chr7:100604664-100604986	1	1	0	0	proximal	PCOLCE-AS1	.
chr7:100611923-100612632	1	1	0	0	proximal	MOSPD3	.
chr7:100626584-100626920	1	1	0	0	distal	.	.
chr7:100642691-100642845	3	2	1	1	proximal	TFR2	.
chr7:100662292-100662442	2	1	0	0	distal	.	.
chr7:100673261-100673793	2	1	0	0	proximal	GNB2	.
chr7:100705369-100706177	2	1	0	0	proximal	POP7	.
chr7:100799542-100799771	2	1	0	0	distal	.	.
chr7:100852556-100852747	2	2	1	1	proximal	SLC12A9-AS1	.
chr7:100867472-100867750	1	1	0	0	proximal	TRIP6	.
chr7:100874688-100875650	3	2	0	0	proximal	SRRT	.
chr7:100889651-100890116	2	1	0	0	proximal	UFSP1	.
chr7:100895710-100896356	1	1	0	0	proximal	ACHE	.
chr7:100911578-100911796	1	1	0	0	distal	.	.
chr7:100966130-100966533	2	1	0	0	distal	.	.
chr7:101000320-101000512	1	1	0	0	distal	.	.
chr7:101002309-101002680	2	1	0	0	distal	.	.
chr7:101017672-101017881	1	1	0	0	proximal	MUC12-AS1	.
chr7:101066274-101066574	1	1	0	0	distal	.	.
chr7:101077597-101077828	1	1	0	0	distal	.	.
chr7:101085244-101085481	3	2	1	1	proximal	TRIM56	.
chr7:101085558-101085862	1	1	0	0	proximal	TRIM56	.
chr7:101100110-101100655	4	2	0	0	distal	.	.
chr7:101138336-101138492	1	1	0	0	distal	.	.
chr7:101165563-101165775	2	1	0	0	proximal	VGF	.
chr7:101173961-101174180	1	1	0	0	distal	.	.
chr7:101217519-101217800	2	1	0	0	proximal	PLOD3,ZNHIT1	.
chr7:101217929-101218232	1	1	0	0	proximal	PLOD3,ZNHIT1	.
chr7:101244238-101244487	1	1	0	0	distal	.	.
chr7:101244712-101245530	1	1	0	0	distal	.	.
chr7:101252196-101252580	2	1	0	0	proximal	FIS1	.
chr7:101274098-101274337	1	1	0	0	distal	.	.
chr7:101308750-101309091	1	1	0	0	proximal	EMSLR	.
chr7:101321725-101322116	2	1	0	0	proximal	IFT22	.
chr7:101386852-101387256	2	1	0	0	distal	.	.
chr7:101402859-101403009	1	1	0	0	distal	.	.
chr7:101420673-101420865	1	1	0	0	distal	.	.
chr7:101437272-101437464	1	1	0	0	distal	.	.
chr7:101440483-101440657	3	1	0	0	distal	.	.
chr7:101520485-101520710	1	1	0	0	distal	.	.
chr7:101538922-101539079	1	1	0	0	distal	.	.
chr7:101602503-101602717	2	1	0	0	distal	.	.
chr7:101729419-101729862	1	1	0	0	distal	.	.
chr7:101767616-101767796	1	1	0	0	distal	.	.
chr7:101791010-101791160	1	1	0	0	distal	.	.
chr7:101794382-101794539	1	1	0	0	distal	.	.
chr7:101815470-101815956	2	1	0	0	proximal	CUX1	.
chr7:101890252-101890467	2	2	0	0	distal	.	.
chr7:101914427-101914577	1	1	0	0	distal	.	.
chr7:102272336-102272633	1	1	0	0	distal	.	.
chr7:102278444-102278594	5	3	2	1	distal	.	.
chr7:102286712-102286879	2	2	1	1	distal	.	.
chr7:102348430-102348670	1	1	0	0	distal	.	.
chr7:102352370-102352581	2	2	1	1	distal	.	.
chr7:102363536-102364239	1	1	0	0	proximal	ENSG00000290830,PRKRIP1	.
chr7:102404703-102404880	1	1	0	0	distal	.	.
chr7:102464163-102464467	5	3	1	1	proximal	ALKBH4,LRWD1	.
chr7:102478613-102479200	3	1	0	0	proximal	POLR2J	.
chr7:102485999-102486314	1	1	0	0	distal	.	.
chr7:102488753-102488905	1	1	0	0	distal	.	.
chr7:102492709-102493069	2	1	0	0	distal	.	.
chr7:102496498-102497066	5	2	1	1	distal	.	.
chr7:102506108-102506415	1	1	0	0	distal	.	.
chr7:102512553-102513286	2	1	0	0	distal	.	.
chr7:102517707-102517882	2	1	0	0	proximal	RASA4B	.
chr7:102519292-102519569	2	1	0	0	distal	.	.
chr7:102520344-102520567	2	1	0	0	distal	.	.
chr7:102524837-102525169	2	1	0	0	distal	.	.
chr7:102526248-102526638	1	1	0	0	distal	.	.
chr7:102533076-102533259	2	1	0	0	distal	.	.
chr7:102541764-102542094	1	1	0	0	distal	.	.
chr7:102546546-102546698	1	1	0	0	distal	.	.
chr7:102548899-102549176	1	1	0	0	distal	.	.
chr7:102554512-102554731	1	1	0	0	distal	.	.
chr7:102554845-102555066	2	1	0	0	distal	.	.
chr7:102564578-102564823	1	1	0	0	distal	.	.
chr7:102572220-102573009	1	1	0	0	proximal	POLR2J3	.
chr7:102578372-102578818	2	1	0	0	distal	.	.
chr7:102591741-102592002	2	1	0	0	proximal	ENSG00000270249	.
chr7:102604394-102604686	3	2	1	1	distal	.	.
chr7:102605612-102606285	4	1	0	0	distal	.	.
chr7:102610491-102610826	4	1	0	0	distal	.	.
chr7:102611765-102612331	3	1	0	0	distal	.	.
chr7:102616685-102616840	2	1	0	0	proximal	RASA4	.
chr7:102618523-102618881	3	3	1	1	distal	.	.
chr7:102619169-102619582	1	1	0	0	distal	.	.
chr7:102626522-102627128	4	1	0	0	distal	.	.
chr7:102628757-102629015	2	1	0	0	distal	.	.
chr7:102634042-102634516	2	1	0	0	distal	.	.
chr7:102664264-102664428	1	1	0	0	distal	.	.
chr7:102678391-102678686	1	1	0	0	proximal	ENSG00000279168	.
chr7:102690700-102690959	4	3	2	1	distal	.	.
chr7:102749152-102749342	1	1	0	0	proximal	ENSG00000286830,FAM185A	.
chr7:103037887-103038077	1	1	0	0	distal	.	.
chr7:103074508-103075203	2	1	0	0	proximal	ARMC10,FBXL13	.
chr7:103082776-103082935	1	1	0	0	distal	.	.
chr7:103083207-103083357	1	1	0	0	distal	.	.
chr7:1032275-1032767	1	1	0	0	distal	.	.
chr7:104848478-104848691	1	1	0	0	distal	.	.
chr7:105014058-105014347	3	1	0	0	proximal	KMT2E-AS1	.
chr7:105171474-105171624	1	1	0	0	distal	.	.
chr7:105553729-105554012	1	1	0	0	distal	.	.
chr7:105580948-105581594	1	1	0	0	distal	.	.
chr7:105589533-105589804	1	1	0	0	distal	.	.
chr7:105634355-105634624	1	1	0	0	distal	.	.
chr7:105806070-105806220	1	1	0	0	distal	.	.
chr7:105876982-105877295	1	1	0	0	proximal	ATXN7L1,CDHR3	.
chr7:1059319-1060070	1	1	0	0	proximal	ENSG00000257607	.
chr7:106009516-106010062	1	1	0	0	distal	.	.
chr7:106155852-106156002	1	1	0	0	distal	.	.
chr7:106176565-106176979	1	1	0	0	distal	.	.
chr7:106217114-106217359	1	1	0	0	distal	.	.
chr7:1065814-1066063	2	1	0	0	distal	.	.
chr7:106660100-106660576	2	1	0	0	proximal	CCDC71L	.
chr7:106794907-106795057	1	1	0	0	distal	.	.
chr7:106971942-106972092	2	1	0	0	distal	.	.
chr7:106984383-106984542	1	1	0	0	distal	.	.
chr7:107044438-107044710	2	1	0	0	proximal	PRKAR2B	.
chr7:107387636-107388087	1	1	0	0	distal	.	.
chr7:112107286-112107542	1	1	0	0	distal	.	.
chr7:112112205-112112400	1	1	0	0	distal	.	.
chr7:112136432-112136582	1	1	0	0	distal	.	.
chr7:112160081-112160302	1	1	0	0	distal	.	.
chr7:112206064-112206746	2	1	0	0	proximal	DOCK4,ZNF277	.
chr7:112320769-112320919	1	1	0	0	distal	.	.
chr7:112391066-112391375	1	1	0	0	distal	.	.
chr7:112391642-112392145	2	1	0	0	distal	.	.
chr7:112415046-112415245	1	1	0	0	distal	.	.
chr7:112444679-112444865	2	1	0	0	distal	.	.
chr7:112449759-112450514	1	1	0	0	proximal	ENSG00000288634,ENSG00000288640	.
chr7:112480478-112480628	1	1	0	0	proximal	LSMEM1	.
chr7:112789819-112790232	1	1	0	0	proximal	TMEM168	.
chr7:112939269-112939467	1	1	0	0	proximal	BMT2	.
chr7:112990057-112990280	1	1	0	0	distal	.	.
chr7:1137702-1138097	2	1	0	0	proximal	C7orf50	.
chr7:114287155-114287397	1	1	0	0	distal	.	.
chr7:114653308-114653807	1	1	0	0	distal	.	.
chr7:116142299-116142456	2	1	0	0	distal	.	.
chr7:116210414-116211156	1	1	0	0	proximal	TES	.
chr7:116325629-116325818	1	1	0	0	distal	.	.
chr7:116485158-116485348	1	1	0	0	distal	.	.
chr7:116526098-116526257	1	1	0	0	distal	.	.
chr7:116616878-116617072	1	1	0	0	distal	.	.
chr7:116631576-116632088	2	2	1	1	distal	.	.
chr7:116680755-116680966	1	1	0	0	distal	.	.
chr7:116723943-116724140	1	1	0	0	distal	.	.
chr7:116805159-116805476	1	1	0	0	distal	.	.
chr7:116851905-116852055	1	1	0	0	distal	.	.
chr7:116862279-116863364	3	1	0	0	distal	.	.
chr7:116910741-116910896	2	2	1	1	distal	.	.
chr7:117090397-117090565	2	2	1	1	distal	.	.
chr7:1177123-1177333	1	1	0	0	distal	.	.
chr7:117872643-117873045	1	1	0	0	distal	.	.
chr7:117948550-117948705	1	1	0	0	distal	.	.
chr7:1183135-1183313	1	1	0	0	distal	.	.
chr7:120101615-120101866	1	1	0	0	distal	.	.
chr7:120988607-120988816	1	1	0	0	proximal	CPED1	.
chr7:1214780-1214971	1	1	0	0	distal	.	.
chr7:12211083-12211596	1	1	0	0	proximal	TMEM106B	.
chr7:122595748-122595898	1	1	0	0	distal	.	.
chr7:123008582-123008749	1	1	0	0	distal	.	.
chr7:1233058-1233208	1	1	0	0	proximal	UNCX	.
chr7:1236246-1236601	2	1	0	0	distal	.	.
chr7:123692446-123692875	1	1	0	0	distal	.	.
chr7:123787305-123787629	1	1	0	0	distal	.	.
chr7:124032353-124032571	1	1	0	0	proximal	ENSG00000242593,TMEM229A	.
chr7:12403522-12404261	1	1	0	0	proximal	VWDE	.
chr7:124834516-124834693	1	1	0	0	distal	.	.
chr7:1249521-1249671	1	1	0	0	distal	.	.
chr7:127585549-127585768	1	1	0	0	distal	.	.
chr7:128136057-128136229	1	1	0	0	distal	.	.
chr7:128266958-128267261	1	1	0	0	distal	.	.
chr7:128275995-128276145	1	1	0	0	distal	.	.
chr7:128362015-128362276	2	1	0	0	proximal	PRRT4	.
chr7:128409938-128410477	1	1	0	0	proximal	IMPDH1	.
chr7:128454507-128454739	1	1	0	0	distal	.	.
chr7:128476568-128477102	2	1	0	0	proximal	METTL2B	.
chr7:128486338-128486547	2	1	0	0	distal	.	.
chr7:128553287-128553437	1	1	0	0	distal	.	.
chr7:128629622-128629772	1	1	0	0	distal	.	.
chr7:128783154-128783504	1	1	0	0	distal	.	.
chr7:128791916-128792212	1	1	0	0	distal	.	.
chr7:128821204-128821396	1	1	0	0	distal	.	.
chr7:128831602-128831935	2	1	0	0	distal	.	.
chr7:128862554-128862972	1	1	0	0	proximal	ATP6V1F,FLNC-AS1	.
chr7:128880120-128880336	1	1	0	0	distal	.	.
chr7:128893072-128893222	1	1	0	0	distal	.	.
chr7:129054487-129055349	1	1	0	0	proximal	TNPO3	.
chr7:129062957-129063107	1	1	0	0	distal	.	.
chr7:129145210-129145372	2	1	0	0	proximal	TSPAN33	.
chr7:129298361-129298551	1	1	0	0	distal	.	.
chr7:129329312-129329481	2	1	0	0	distal	.	.
chr7:129522630-129522910	1	1	0	0	distal	.	.
chr7:129550466-129550687	1	1	0	0	distal	.	.
chr7:129952637-129953139	1	1	0	0	proximal	UBE2H,UBE2H-DT	.
chr7:130024279-130024454	1	1	0	0	distal	.	.
chr7:130136040-130136198	1	1	0	0	distal	.	.
chr7:130205035-130205590	1	1	0	0	distal	.	.
chr7:130206231-130206475	1	1	0	0	proximal	SSMEM1	.
chr7:130247971-130248121	1	1	0	0	distal	.	.
chr7:130897091-130897281	2	1	0	0	distal	.	.
chr7:130924085-130924235	1	1	0	0	distal	.	.
chr7:131327200-131328522	2	1	0	0	proximal	MKLN1-AS	.
chr7:131404608-131404758	2	1	0	0	distal	.	.
chr7:131513365-131513789	1	1	0	0	distal	.	.
chr7:131556381-131556796	1	1	0	0	distal	.	.
chr7:131691220-131691391	2	1	0	0	distal	.	.
chr7:131718962-131719112	1	1	0	0	distal	.	.
chr7:132076345-132076504	1	1	0	0	distal	.	.
chr7:132781662-132781812	1	1	0	0	distal	.	.
chr7:133252821-133253284	1	1	0	0	proximal	EXOC4	.
chr7:134127665-134127843	1	1	0	0	proximal	LRGUK	.
chr7:134316233-134317263	1	1	0	0	proximal	SLC35B4	.
chr7:134362166-134362316	1	1	0	0	distal	.	.
chr7:134432373-134433008	1	1	0	0	proximal	ENSG00000273297	.
chr7:134433092-134433248	1	1	0	0	proximal	ENSG00000273297	.
chr7:134547416-134547566	1	1	0	0	distal	.	.
chr7:134986268-134986870	1	1	0	0	proximal	AGBL3	.
chr7:135260567-135260719	1	1	0	0	distal	.	.
chr7:135281561-135281767	1	1	0	0	distal	.	.
chr7:135414962-135415136	1	1	0	0	distal	.	.
chr7:135509634-135509946	2	2	1	1	proximal	CNOT4	.
chr7:135557614-135558461	1	1	0	0	proximal	NUP205	.
chr7:135662274-135662800	3	2	1	1	proximal	STMP1	.
chr7:135672686-135672877	1	1	0	0	distal	.	.
chr7:135710856-135711119	1	1	0	0	distal	.	.
chr7:135728162-135728684	1	1	0	0	proximal	SLC13A4	.
chr7:136012657-136012862	1	1	0	0	distal	.	.
chr7:136381562-136381712	2	2	1	1	distal	.	.
chr7:1369112-1369450	1	1	0	0	distal	.	.
chr7:137626599-137626807	1	1	0	0	distal	.	.
chr7:138001434-138002570	1	1	0	0	proximal	AKR1D1,CREB3L2	.
chr7:138030708-138030949	1	1	0	0	distal	.	.
chr7:138413563-138413728	1	1	0	0	distal	.	.
chr7:139017244-139017555	1	1	0	0	distal	.	.
chr7:139483569-139484132	1	1	0	0	proximal	KLRG2	.
chr7:139525303-139525505	1	1	0	0	distal	.	.
chr7:140230975-140231543	3	1	0	0	distal	.	.
chr7:140326388-140326699	1	1	0	0	distal	.	.
chr7:140398204-140398684	2	1	0	0	distal	.	.
chr7:140478732-140479696	1	1	0	0	proximal	MKRN1	.
chr7:140506798-140507033	2	1	0	0	distal	.	.
chr7:140517784-140518332	2	1	0	0	distal	.	.
chr7:140626308-140626547	2	1	0	0	distal	.	.
chr7:140640225-140640705	3	1	0	0	proximal	ENSG00000285904	.
chr7:140653502-140653675	3	1	0	0	distal	.	.
chr7:140696850-140697642	1	1	0	0	proximal	NDUFB2-AS1	.
chr7:140923794-140923964	2	1	0	0	distal	.	.
chr7:140924084-140925279	1	1	0	0	proximal	BRAF	.
chr7:140955910-140956108	1	1	0	0	distal	.	.
chr7:141014625-141015343	1	1	0	0	proximal	MRPS33	.
chr7:141052560-141052710	3	1	0	0	distal	.	.
chr7:141072467-141072664	1	1	0	0	distal	.	.
chr7:141441641-141441791	1	1	0	0	distal	.	.
chr7:141550792-141551017	1	1	0	0	proximal	AGK,AGK-DT	.
chr7:1418600-1418866	1	1	0	0	distal	.	.
chr7:1432353-1432689	1	1	0	0	distal	.	.
chr7:1474161-1474535	1	1	0	0	distal	.	.
chr7:148642357-148642541	2	1	0	0	distal	.	.
chr7:148698443-148699364	2	1	0	0	proximal	CUL1,ENSG00000273314	.
chr7:148772201-148772411	1	1	0	0	distal	.	.
chr7:148822399-148822549	1	1	0	0	distal	.	.
chr7:148874114-148874508	1	1	0	0	distal	.	.
chr7:148885043-148885259	2	1	0	0	proximal	EZH2	.
chr7:148913331-148913663	4	1	0	0	distal	.	.
chr7:148940749-148941519	1	1	0	0	proximal	ENSG00000286171,ENSG00000286180	.
chr7:148966888-148967100	1	1	0	0	distal	.	.
chr7:149005812-149006079	1	1	0	0	distal	.	.
chr7:149065115-149065592	2	1	0	0	distal	.	.
chr7:149065751-149066135	2	1	0	0	distal	.	.
chr7:149090300-149090483	2	1	0	0	proximal	ZNF786	.
chr7:149125764-149125982	2	1	0	0	proximal	ZNF398,ZNF425	.
chr7:149126082-149126706	1	1	0	0	proximal	ZNF398,ZNF425	.
