peak1	peak2	coaccess	qval	type1	type2	n_links
chr7:100642691-100642845	chr7:101085244-101085481	0.0452416	0.0119156	proximal	proximal	2
chr7:100662292-100662442	chr7:101100110-101100655	0.0726278	1.41318e-07	distal	distal	2
chr7:100705369-100706177	chr7:100889651-100890116	0.0324694	0.383899	proximal	proximal	2
chr7:100799542-100799771	chr7:101420673-101420865	0.144303	0	distal	distal	2
chr7:100837354-100837520	chr7:101169861-101170064	0.0339735	0.271115	distal	distal	2
chr7:100852093-100852306	chr7:101217519-101217800	0.0220332	0.612027	proximal	proximal	4
chr7:100852556-100852747	chr7:101085244-101085481	0.354705	0	proximal	proximal	2
chr7:100889651-100890116	chr7:101308125-101308522	0.0344373	0.242875	proximal	proximal	2
chr7:100889651-100890116	chr7:101321725-101322116	0.0269551	0.612027	proximal	proximal	2
chr7:100895710-100896356	chr7:101085558-101085862	0.033995	0.269737	proximal	proximal	2
chr7:100895710-100896356	chr7:101165563-101165775	0.188411	0	proximal	proximal	2
chr7:100966130-100966533	chr7:101000320-101000512	0.0943078	3.98206e-13	distal	distal	2
chr7:100966130-100966533	chr7:101066274-101066574	0.0384373	0.0873366	distal	distal	2
chr7:101002309-101002680	chr7:101602503-101602717	0.226806	0	distal	distal	2
chr7:101017672-101017881	chr7:101321725-101322116	0.117636	0	proximal	proximal	2
chr7:101085244-101085481	chr7:101085558-101085862	0.0464304	0.00815651	proximal	proximal	2
chr7:101100110-101100655	chr7:101890252-101890467	0.076365	1.97846e-08	distal	distal	2
chr7:101169861-101170064	chr7:101192567-101192778	0.0262399	0.612027	distal	distal	2
chr7:101244238-101244487	chr7:101729419-101729862	0.0854473	1.09251e-10	distal	distal	2
chr7:101244712-101245530	chr7:101767616-101767796	0.0245036	0.612027	distal	distal	2
chr7:101244712-101245530	chr7:101794382-101794539	0.0637851	9.84662e-06	distal	distal	2
chr7:101363736-101364198	chr7:101538922-101539079	0.0269743	0.612027	distal	distal	2
chr7:101386852-101387256	chr7:101440483-101440657	0.0970593	5.17006e-14	distal	distal	2
chr7:101386852-101387256	chr7:101914427-101914577	0.0214094	0.612027	distal	distal	2
chr7:101437272-101437464	chr7:101791010-101791160	0.0557542	0.000288688	distal	distal	2
chr7:101440483-101440657	chr7:101914427-101914577	0.220581	0	distal	distal	2
chr7:101602503-101602717	chr7:102496498-102497066	0.0915944	2.33293e-12	distal	distal	2
chr7:101815470-101815956	chr7:102478613-102479200	0.0433237	0.0215495	proximal	proximal	2
chr7:101890252-101890467	chr7:102496498-102497066	0.0597954	5.58845e-05	distal	distal	2
chr7:102272336-102272633	chr7:102488753-102488905	0.0561605	0.000245972	distal	distal	2
chr7:102278444-102278594	chr7:102485999-102486314	0.0238971	0.612027	distal	distal	2
chr7:102278444-102278594	chr7:102496498-102497066	0.0612645	2.99187e-05	distal	distal	2
chr7:102278444-102278594	chr7:102618523-102618881	0.101057	0	distal	distal	2
chr7:102278444-102278594	chr7:102690700-102690959	0.149803	0	distal	distal	2
chr7:102286712-102286879	chr7:102352370-102352581	0.382649	0	distal	distal	2
chr7:102286712-102286879	chr7:102604394-102604686	0.0722602	1.705e-07	distal	distal	2
chr7:102348430-102348670	chr7:102634042-102634516	0.0468039	0.00722031	distal	distal	2
chr7:102352370-102352581	chr7:102604394-102604686	0.110814	0	distal	distal	2
chr7:102352370-102352581	chr7:102672743-102673126	0.0251763	0.612027	distal	distal	2
chr7:102404703-102404880	chr7:102611765-102612331	0.0522856	0.00107454	distal	distal	2
chr7:102478613-102479200	chr7:102518318-102518590	0.0282146	0.612027	proximal	proximal	2
chr7:102492709-102493069	chr7:102554512-102554731	0.0724644	1.53661e-07	distal	distal	2
chr7:102492709-102493069	chr7:102626522-102627128	0.0901622	5.90644e-12	distal	distal	2
chr7:102495999-102496250	chr7:102535021-102535473	0.0215932	0.612027	distal	distal	2
chr7:102496498-102497066	chr7:102512553-102513286	0.0253555	0.612027	distal	distal	2
chr7:102496498-102497066	chr7:102578372-102578818	0.099812	0	distal	distal	2
chr7:102496498-102497066	chr7:102618523-102618881	0.0376664	0.107265	distal	distal	2
chr7:102496498-102497066	chr7:102690700-102690959	0.0533303	0.000730001	distal	distal	2
chr7:102506108-102506415	chr7:102626522-102627128	0.0750101	4.07676e-08	distal	distal	2
chr7:102512553-102513286	chr7:102564578-102564823	0.0550642	0.000377477	distal	distal	2
chr7:102512553-102513286	chr7:102590693-102591109	0.0234077	0.612027	distal	distal	2
chr7:102512553-102513286	chr7:102634042-102634516	0.034287	0.251824	distal	distal	2
chr7:102517707-102517882	chr7:102616685-102616840	0.105397	0	proximal	proximal	2
chr7:102517707-102517882	chr7:103297113-103297862	0.0379104	0.100509	proximal	proximal	2
chr7:102519292-102519569	chr7:102526248-102526638	0.129284	0	distal	distal	2
chr7:102519292-102519569	chr7:102533076-102533259	0.0471427	0.00645237	distal	distal	2
chr7:102519292-102519569	chr7:102605612-102606285	0.0339336	0.273714	distal	distal	2
chr7:102519292-102519569	chr7:102672743-102673126	0.0245506	0.612027	distal	distal	2
chr7:102520344-102520567	chr7:102605612-102606285	0.0821939	7.51377e-10	distal	distal	2
chr7:102520344-102520567	chr7:102619169-102619582	0.118323	0	distal	distal	2
chr7:102524837-102525169	chr7:102554845-102555066	0.0900538	6.32199e-12	distal	distal	2
chr7:102524837-102525169	chr7:102634042-102634516	0.113267	0	distal	distal	2
chr7:102526248-102526638	chr7:102564578-102564823	0.0244602	0.612027	distal	distal	2
chr7:102533076-102533259	chr7:102605612-102606285	0.0652619	5.03334e-06	distal	distal	2
chr7:102535021-102535473	chr7:102565806-102566101	0.0251245	0.612027	distal	distal	2
chr7:102541764-102542094	chr7:102546546-102546698	0.0244427	0.612027	distal	distal	2
chr7:102541764-102542094	chr7:102610491-102610826	0.0496142	0.0027951	distal	distal	2
chr7:102548899-102549176	chr7:102611765-102612331	0.110552	0	distal	distal	2
chr7:102548899-102549176	chr7:102618523-102618881	0.0234609	0.612027	distal	distal	2
chr7:102554845-102555066	chr7:102605612-102606285	0.0732013	1.05095e-07	distal	distal	2
chr7:102578372-102578818	chr7:102605612-102606285	0.0336132	0.295098	distal	distal	2
chr7:102578372-102578818	chr7:103347537-103348161	0.0327326	0.3613	distal	distal	2
chr7:102591741-102592002	chr7:102749152-102749342	0.111505	0	proximal	proximal	4
chr7:102591741-102592002	chr7:103074508-103075203	0.051758	0.00130332	proximal	proximal	4
chr7:102604394-102604686	chr7:102626522-102627128	0.0249089	0.612027	distal	distal	2
chr7:102604394-102604686	chr7:103037887-103038077	0.144316	0	distal	distal	2
chr7:102605612-102606285	chr7:102634042-102634516	0.0303594	0.612027	distal	distal	2
chr7:102610491-102610826	chr7:102611765-102612331	0.0459526	0.00951512	distal	distal	2
chr7:102610491-102610826	chr7:103082776-103082935	0.0570329	0.00017348	distal	distal	2
chr7:102618523-102618881	chr7:102690700-102690959	0.0886506	1.53311e-11	distal	distal	2
chr7:102626522-102627128	chr7:102628757-102629015	0.0426304	0.0265399	distal	distal	2
chr7:102626522-102627128	chr7:103083207-103083357	0.0438402	0.0184034	distal	distal	2
chr7:1032275-1032767	chr7:1249521-1249671	0.0695802	6.49676e-07	distal	distal	2
chr7:1044792-1045048	chr7:975467-975698	0.0369811	0.128311	proximal	proximal	2
chr7:104848478-104848691	chr7:105309872-105310195	0.0284382	0.612027	distal	distal	2
chr7:105580948-105581594	chr7:105589533-105589804	0.0794938	3.51772e-09	distal	distal	2
chr7:105634355-105634624	chr7:106009516-106010062	0.0552505	0.000350977	distal	distal	2
chr7:105806070-105806220	chr7:106217114-106217359	0.0794964	3.51313e-09	distal	distal	2
chr7:106176565-106176979	chr7:106971942-106972092	0.298248	0	distal	distal	2
chr7:1065814-1066063	chr7:1418600-1418866	0.112056	0	distal	distal	2
chr7:106660100-106660576	chr7:107044438-107044710	0.0640529	8.7287e-06	proximal	proximal	2
chr7:106794907-106795057	chr7:107387636-107388087	0.10101	0	distal	distal	2
chr7:107044438-107044710	chr7:107579705-107580077	0.0357969	0.173797	proximal	proximal	4
chr7:108058775-108058925	chr7:108525679-108526670	0.0279853	0.612027	distal	distal	2
chr7:10939593-10940694	chr7:10973510-10974145	0.030708	0.568228	proximal	proximal	4
chr7:112112205-112112400	chr7:112391642-112392145	0.172432	0	distal	distal	2
chr7:112136432-112136582	chr7:112391642-112392145	0.0410616	0.0420795	distal	distal	2
chr7:112150823-112151208	chr7:112990057-112990280	0.0371831	0.121742	distal	distal	2
chr7:112160081-112160302	chr7:112444679-112444865	0.0853414	1.16442e-10	distal	distal	2
chr7:112320769-112320919	chr7:112990057-112990280	0.258669	0	distal	distal	2
chr7:112449759-112450514	chr7:112939269-112939467	0.0642053	8.15394e-06	proximal	proximal	4
chr7:114287155-114287397	chr7:114653308-114653807	0.0683609	1.17406e-06	distal	distal	2
chr7:116142299-116142456	chr7:116325629-116325818	0.078356	6.63582e-09	distal	distal	2
chr7:116142299-116142456	chr7:116680755-116680966	0.0850583	1.38154e-10	distal	distal	2
chr7:116485158-116485348	chr7:116723943-116724140	0.192441	0	distal	distal	2
chr7:116526098-116526257	chr7:116862279-116863364	0.0563673	0.000226589	distal	distal	2
chr7:116526414-116526588	chr7:116877444-116877594	0.0328346	0.353165	distal	distal	2
chr7:116616878-116617072	chr7:116851905-116852055	0.355885	0	distal	distal	2
chr7:116631576-116632088	chr7:116910741-116910896	0.0859663	7.99361e-11	distal	distal	2
chr7:116631576-116632088	chr7:117090397-117090565	0.0657034	4.1021e-06	distal	distal	2
chr7:116805159-116805476	chr7:116862279-116863364	0.0702656	4.64109e-07	distal	distal	2
chr7:116862279-116863364	chr7:117059836-117059986	0.0225188	0.612027	distal	distal	2
chr7:116910741-116910896	chr7:117090397-117090565	0.0877257	2.72084e-11	distal	distal	2
chr7:117872643-117873045	chr7:117948550-117948705	0.197824	0	distal	distal	2
chr7:1183135-1183313	chr7:643475-643625	0.31732	0	distal	distal	2
chr7:1214780-1214971	chr7:1236246-1236601	0.24282	0	distal	distal	2
chr7:1214780-1214971	chr7:1678804-1678954	0.025535	0.612027	distal	distal	2
chr7:12211083-12211596	chr7:12403522-12404261	0.0412069	0.0403538	proximal	proximal	2
chr7:1221827-1221977	chr7:901456-901886	0.0298376	0.612027	distal	distal	2
chr7:122595748-122595898	chr7:123008582-123008749	0.062114	2.06787e-05	distal	distal	2
chr7:1236246-1236601	chr7:1678804-1678954	0.105161	0	distal	distal	2
chr7:123692446-123692875	chr7:123787305-123787629	0.0579506	0.000119898	distal	distal	2
chr7:127585549-127585768	chr7:128454507-128454739	0.168194	0	distal	distal	2
chr7:127591530-127591680	chr7:128409938-128410477	0.0382381	0.0921316	proximal	proximal	2
chr7:128266958-128267261	chr7:128791916-128792212	0.0525957	0.000959249	distal	distal	2
chr7:128275995-128276145	chr7:128553287-128553437	0.287943	0	distal	distal	2
chr7:128409938-128410477	chr7:128476568-128477102	0.0503688	0.00214464	proximal	proximal	2
chr7:128486338-128486547	chr7:128821204-128821396	0.130498	0	distal	distal	2
chr7:128783154-128783504	chr7:128831602-128831935	0.0674303	1.82813e-06	distal	distal	2
chr7:128783154-128783504	chr7:129298361-129298551	0.0291702	0.612027	distal	distal	2
chr7:128863532-128863728	chr7:129188296-129188796	0.032275	0.401135	proximal	proximal	2
chr7:128893072-128893222	chr7:129329312-129329481	0.0319503	0.431706	distal	distal	2
chr7:129054487-129055349	chr7:129611537-129611900	0.0300689	0.612027	proximal	proximal	4
chr7:129062957-129063107	chr7:129329312-129329481	0.101265	0	distal	distal	2
chr7:129298361-129298551	chr7:129522630-129522910	0.0665222	2.79953e-06	distal	distal	2
chr7:129550466-129550687	chr7:130205035-130205590	0.0889501	1.27109e-11	distal	distal	2
chr7:130136040-130136198	chr7:130897091-130897281	0.274314	0	distal	distal	2
chr7:130897091-130897281	chr7:130924085-130924235	0.0589782	7.86513e-05	distal	distal	2
chr7:131404608-131404758	chr7:131513365-131513789	0.0528434	0.00087506	distal	distal	2
chr7:131556381-131556796	chr7:132076345-132076504	0.14526	0	distal	distal	2
chr7:131691220-131691391	chr7:131718962-131719112	0.07394	7.16076e-08	distal	distal	2
chr7:134127665-134127843	chr7:134433092-134433248	0.0798597	2.8632e-09	proximal	proximal	2
chr7:134311239-134311389	chr7:134686824-134686974	0.021737	0.612027	distal	distal	2
chr7:134432373-134433008	chr7:134986268-134986870	0.043572	0.019972	proximal	proximal	2
chr7:134547416-134547566	chr7:135260567-135260719	0.147634	0	distal	distal	2
chr7:135220446-135220694	chr7:135610289-135610522	0.0257193	0.612027	distal	distal	2
chr7:135414962-135415136	chr7:135672686-135672877	0.0453594	0.0114837	distal	distal	2
chr7:135509634-135509946	chr7:135557614-135558461	0.0320082	0.426092	proximal	proximal	2
chr7:135509634-135509946	chr7:135662274-135662800	0.151878	0	proximal	proximal	2
chr7:135557614-135558461	chr7:135662274-135662800	0.0461155	0.00903371	proximal	proximal	2
chr7:135610289-135610522	chr7:136062616-136062789	0.038312	0.0903013	distal	distal	2
chr7:135710856-135711119	chr7:136012657-136012862	0.117809	0	distal	distal	2
chr7:135728162-135728684	chr7:135977253-135977642	0.027739	0.612027	proximal	proximal	2
chr7:1369112-1369450	chr7:1432353-1432689	0.0337119	0.288389	distal	distal	2
chr7:137626599-137626807	chr7:138413563-138413728	0.072459	1.54071e-07	distal	distal	2
chr7:138413563-138413728	chr7:138925561-138926440	0.0337849	0.283448	distal	distal	2
chr7:138925561-138926440	chr7:139075148-139075589	0.0224453	0.612027	distal	distal	2
chr7:139075148-139075589	chr7:139396161-139396397	0.0312504	0.504603	distal	distal	2
chr7:139231424-139231781	chr7:139232004-139232176	0.0328692	0.350376	distal	distal	2
chr7:139525303-139525505	chr7:140230975-140231543	0.0579994	0.000117614	distal	distal	2
chr7:140230975-140231543	chr7:140326388-140326699	0.114014	0	distal	distal	2
chr7:140230975-140231543	chr7:140653502-140653675	0.108319	0	distal	distal	2
chr7:140398204-140398684	chr7:140653502-140653675	0.0876384	2.87142e-11	distal	distal	2
chr7:140506798-140507033	chr7:140517784-140518332	0.0411927	0.0404981	distal	distal	2
chr7:140517784-140518332	chr7:140955910-140956108	0.0524069	0.00102833	distal	distal	2
chr7:140517784-140518332	chr7:141032462-141033412	0.0293633	0.612027	distal	distal	2
chr7:140626308-140626547	chr7:141052560-141052710	0.364253	0	distal	distal	2
chr7:140626308-140626547	chr7:141072467-141072664	0.0998988	0	distal	distal	2
chr7:140640225-140640705	chr7:140696850-140697642	0.0259131	0.612027	proximal	proximal	2
chr7:140672725-140673413	chr7:140696850-140697642	0.0384972	0.0859684	proximal	proximal	4
chr7:140924084-140925279	chr7:141014625-141015343	0.0294554	0.612027	proximal	proximal	2
chr7:141052560-141052710	chr7:141072467-141072664	0.0380594	0.0965821	distal	distal	2
chr7:1432353-1432689	chr7:993050-993452	0.0353068	0.196508	distal	distal	2
chr7:146280342-146280512	chr7:146636089-146636239	0.022623	0.612027	distal	distal	2
chr7:1474161-1474535	chr7:1998637-1998787	0.0925982	1.2185e-12	distal	distal	2
chr7:148642357-148642541	chr7:149065115-149065592	0.0479365	0.00496576	distal	distal	2
chr7:148698443-148699364	chr7:149239391-149239942	0.159266	0	proximal	proximal	4
chr7:148772201-148772411	chr7:148822399-148822549	0.0610442	3.28945e-05	distal	distal	2
chr7:148885043-148885259	chr7:149497546-149498130	0.0431835	0.0224922	proximal	proximal	2
chr7:148913331-148913663	chr7:148966888-148967100	0.0466088	0.00769582	distal	distal	2
chr7:148913331-148913663	chr7:149229449-149229757	0.0220677	0.612027	distal	distal	2
chr7:148914357-148914553	chr7:148962754-148962944	0.040319	0.0519968	distal	distal	2
chr7:148914357-148914553	chr7:149209522-149209868	0.0290313	0.612027	distal	distal	2
chr7:148940749-148941519	chr7:149125764-149125982	0.0454876	0.0110195	proximal	proximal	8
chr7:149005812-149006079	chr7:149065751-149066135	0.0445104	0.0149654	distal	distal	2
chr7:149065115-149065592	chr7:149209522-149209868	0.0741116	6.54181e-08	distal	distal	2
chr7:149065751-149066135	chr7:149648727-149648895	0.0499071	0.00252561	distal	distal	2
chr7:149090300-149090483	chr7:149195378-149195902	0.529668	0	proximal	proximal	2
chr7:149125764-149125982	chr7:149624092-149624470	0.0900644	6.27842e-12	proximal	proximal	4
chr7:149126784-149127730	chr7:149714516-149715034	0.0260088	0.612027	proximal	proximal	4
chr7:149147308-149147602	chr7:149229449-149229757	0.0250208	0.612027	distal	distal	2
chr7:149170477-149170833	chr7:149625850-149626000	0.080188	2.37829e-09	distal	distal	2
chr7:149229449-149229757	chr7:149690629-149691447	0.0265498	0.612027	distal	distal	2
chr7:149239391-149239942	chr7:149714516-149715034	0.0227506	0.612027	proximal	proximal	2
chr7:149335610-149335825	chr7:149854743-149854929	0.0258816	0.612027	distal	distal	2
chr7:149460538-149460965	chr7:149873755-149874069	0.0633098	1.21783e-05	proximal	proximal	2
chr7:149461290-149461440	chr7:149624572-149625084	0.0626943	1.59972e-05	proximal	proximal	2
chr7:149624092-149624470	chr7:149714516-149715034	0.027103	0.612027	proximal	proximal	2
chr7:149625850-149626000	chr7:149662687-149663096	0.0236713	0.612027	distal	distal	2
chr7:149625850-149626000	chr7:150405165-150405498	0.045922	0.00960625	distal	distal	2
chr7:149662687-149663096	chr7:150049073-150049251	0.296388	0	distal	distal	2
chr7:149690629-149691447	chr7:150421087-150421340	0.0255031	0.612027	distal	distal	2
chr7:150048302-150048452	chr7:150260158-150260308	0.192905	0	distal	distal	2
chr7:150309690-150309895	chr7:150405165-150405498	0.0229545	0.612027	distal	distal	2
chr7:1504399-1504648	chr7:1570244-1570423	0.0964561	1.02241e-13	proximal	proximal	4
chr7:1504399-1504648	chr7:1664778-1665110	0.030256	0.612027	proximal	proximal	2
chr7:150573037-150573192	chr7:151111110-151111286	0.025897	0.612027	distal	distal	2
chr7:150898556-150898764	chr7:150938389-150938539	0.19725	0	distal	distal	2
chr7:151009234-151009451	chr7:151113343-151113503	0.111441	0	distal	distal	2
chr7:151009234-151009451	chr7:151303356-151303982	0.314451	0	distal	distal	2
chr7:151018029-151018450	chr7:151172667-151173060	0.344497	0	distal	distal	2
chr7:151018029-151018450	chr7:151368239-151368566	0.0406079	0.0479438	distal	distal	2
chr7:151028996-151029146	chr7:151736396-151736841	0.0477011	0.00537187	proximal	proximal	4
chr7:151124003-151124170	chr7:151632041-151632611	0.0221709	0.612027	distal	distal	2
chr7:151167578-151167885	chr7:151350320-151350586	0.0560595	0.000255898	distal	distal	2
chr7:151172667-151173060	chr7:151969338-151970358	0.023193	0.612027	distal	distal	2
chr7:151340932-151341082	chr7:151519561-151519724	0.031012	0.532059	proximal	proximal	2
chr7:151350320-151350586	chr7:151433792-151434026	0.055053	0.000379064	distal	distal	2
chr7:151460151-151460727	chr7:151933350-151933522	0.0824295	6.55261e-10	distal	distal	2
chr7:151736396-151736841	chr7:152025251-152026137	0.187265	0	proximal	proximal	2
chr7:152652382-152652626	chr7:152897905-152898073	0.0874408	3.24544e-11	distal	distal	2
chr7:152759533-152759804	chr7:152759943-152760446	0.149059	0	proximal	proximal	8
chr7:1537266-1537553	chr7:2451467-2451717	0.0799956	2.65189e-09	distal	distal	2
chr7:154841720-154841924	chr7:155205296-155205807	0.113303	0	distal	distal	2
chr7:154841720-154841924	chr7:155214403-155214819	0.0597306	5.74293e-05	distal	distal	2
chr7:154841720-154841924	chr7:155344742-155345177	0.0629756	1.41195e-05	distal	distal	2
chr7:154913781-154913940	chr7:155459436-155459621	0.03365	0.292555	distal	distal	2
chr7:155190684-155190919	chr7:155548218-155548527	0.0872795	3.58361e-11	distal	distal	2
chr7:155298940-155299096	chr7:155797046-155797223	0.0883614	1.83768e-11	distal	distal	2
chr7:155548218-155548527	chr7:156197164-156197320	0.0523173	0.00106227	distal	distal	2
chr7:155724645-155724796	chr7:155797284-155797455	0.069835	5.73463e-07	distal	distal	2
chr7:155738176-155738463	chr7:155762788-155763068	0.0969384	7.71294e-14	distal	distal	2
chr7:155805041-155805296	chr7:155937276-155937426	0.158611	0	distal	distal	2
chr7:156539597-156539869	chr7:156640494-156640923	0.080373	2.14309e-09	proximal	proximal	4
chr7:156625993-156626284	chr7:157017763-157017980	0.128845	0	distal	distal	2
chr7:156640494-156640923	chr7:156640985-156641235	0.053695	0.000636238	proximal	proximal	8
chr7:157033540-157033992	chr7:157273607-157273864	0.0351053	0.206389	distal	distal	2
chr7:157150997-157151191	chr7:157337246-157337508	0.139809	0	distal	distal	2
chr7:157289668-157289844	chr7:157298662-157298832	0.0483174	0.00436851	distal	distal	2
chr7:157289668-157289844	chr7:157336608-157337079	0.0371963	0.121313	distal	distal	2
chr7:157490446-157490657	chr7:157857658-157857808	0.229157	0	distal	distal	2
chr7:158147453-158147946	chr7:158777314-158777464	0.0599	5.35414e-05	distal	distal	2
chr7:158192021-158192171	chr7:158609339-158609946	0.13284	0	distal	distal	2
chr7:16099897-16100047	chr7:16770634-16770907	0.0958604	1.27351e-13	distal	distal	2
chr7:1612713-1612995	chr7:2225548-2225698	0.106037	0	distal	distal	2
chr7:1612713-1612995	chr7:2451467-2451717	0.0462016	0.00878489	distal	distal	2
chr7:16420490-16421298	chr7:16465492-16466034	0.0604044	4.32823e-05	distal	distal	2
chr7:1664778-1665110	chr7:2354281-2354431	0.100041	0	proximal	proximal	4
chr7:19519525-19519828	chr7:20172817-20172988	0.0293706	0.612027	distal	distal	2
chr7:1998637-1998787	chr7:2329543-2329786	0.0334742	0.304768	distal	distal	2
chr7:22054361-22054511	chr7:22559878-22560179	0.0839294	2.71417e-10	distal	distal	2
chr7:2225548-2225698	chr7:2451467-2451717	0.0512473	0.00156799	distal	distal	2
chr7:22500112-22500305	chr7:23316155-23316719	0.124535	0	distal	distal	2
chr7:22821849-22822033	chr7:23470495-23470998	0.0245645	0.612027	proximal	proximal	2
chr7:22854085-22854736	chr7:23470495-23470998	0.0373498	0.116544	proximal	proximal	2
chr7:23013650-23014591	chr7:23470495-23470998	0.16322	0	proximal	proximal	2
chr7:23158777-23159015	chr7:23273070-23273574	0.0377588	0.104657	distal	distal	2
chr7:23266944-23267136	chr7:23273070-23273574	0.0314683	0.480683	distal	distal	2
chr7:2329543-2329786	chr7:2709836-2710016	0.0926178	1.19461e-12	distal	distal	2
chr7:23531823-23532462	chr7:23680756-23681067	0.0306373	0.576854	proximal	proximal	4
chr7:2354281-2354431	chr7:2844154-2844697	0.0469196	0.00694857	proximal	proximal	4
chr7:2424998-2425261	chr7:2981224-2981374	0.242665	0	distal	distal	2
chr7:24432804-24433011	chr7:24715914-24716124	0.119041	0	distal	distal	2
chr7:2451467-2451717	chr7:2519647-2519817	0.0258925	0.612027	distal	distal	2
chr7:24980122-24980526	chr7:25094102-25094571	0.0784296	6.37555e-09	distal	distal	2
chr7:24980122-24980526	chr7:25483314-25483540	0.196694	0	distal	distal	2
chr7:25577611-25577761	chr7:25879284-25879434	0.026523	0.612027	distal	distal	2
chr7:26509185-26509335	chr7:27113432-27113995	0.0317964	0.447039	distal	distal	2
chr7:26667564-26667850	chr7:27113432-27113995	0.0545778	0.000455217	distal	distal	2
chr7:26678575-26678887	chr7:26789865-26790174	0.323697	0	distal	distal	2
chr7:26864411-26864972	chr7:26962696-26962846	0.0500577	0.00239387	distal	distal	2
chr7:26864411-26864972	chr7:27466381-27466794	0.0226071	0.612027	distal	distal	2
chr7:27129754-27130656	chr7:27739665-27740853	0.112244	0	proximal	proximal	8
chr7:27130768-27131219	chr7:27662694-27663231	0.0810747	1.43548e-09	proximal	proximal	2
chr7:27185729-27186137	chr7:27739665-27740853	0.0272428	0.612027	proximal	proximal	4
chr7:2757973-2758129	chr7:2863783-2863933	0.0345253	0.237823	distal	distal	2
chr7:2757973-2758129	chr7:2892956-2893148	0.133521	0	distal	distal	2
chr7:28278671-28278821	chr7:28685751-28686428	0.0487112	0.00382376	distal	distal	2
chr7:28340585-28340770	chr7:28685751-28686428	0.0869078	4.50549e-11	distal	distal	2
chr7:28340585-28340770	chr7:28770058-28770275	0.0541982	0.000525766	distal	distal	2
chr7:28409077-28409475	chr7:28926898-28927236	0.0415983	0.0360213	distal	distal	2
chr7:28586761-28587020	chr7:29102601-29102799	0.259186	0	distal	distal	2
chr7:2863783-2863933	chr7:2892956-2893148	0.258576	0	distal	distal	2
chr7:28685751-28686428	chr7:28730587-28730804	0.0569108	0.000182356	distal	distal	2
chr7:28854030-28854888	chr7:28926898-28927236	0.030866	0.549057	distal	distal	2
chr7:29146036-29146670	chr7:29147051-29147201	0.112738	0	proximal	proximal	2
chr7:29147051-29147201	chr7:29989652-29990006	0.0360027	0.165031	proximal	proximal	2
chr7:29194771-29194921	chr7:29684659-29685579	0.296852	0	proximal	proximal	4
chr7:29254827-29255074	chr7:29564911-29565278	0.291188	0	distal	distal	2
chr7:29254827-29255074	chr7:29865628-29865805	0.173229	0	distal	distal	2
chr7:29900615-29900803	chr7:30311062-30311300	0.198028	0	distal	distal	2
chr7:29988029-29988217	chr7:30026788-30027036	0.0491631	0.0032712	proximal	proximal	4
chr7:30028558-30028881	chr7:30800408-30800573	0.250545	0	distal	distal	2
chr7:3032155-3032487	chr7:3244168-3244474	0.783149	0	distal	distal	2
chr7:30860862-30861012	chr7:31134310-31134738	0.0264364	0.612027	distal	distal	2
chr7:322209-322478	chr7:480536-480707	0.0352134	0.200977	distal	distal	2
chr7:33069207-33069417	chr7:33527185-33527439	0.145938	0	distal	distal	2
chr7:33129135-33129743	chr7:33886202-33886361	0.0560554	0.000256304	distal	distal	2
chr7:33151941-33152123	chr7:33418331-33418749	0.0402023	0.0537048	distal	distal	2
chr7:33459351-33459508	chr7:33824086-33824236	0.0613392	2.89785e-05	distal	distal	2
chr7:33722322-33723142	chr7:34196619-34196817	0.0231795	0.612027	distal	distal	2
chr7:35036953-35037138	chr7:35037422-35037886	0.094708	3.00112e-13	proximal	proximal	4
chr7:35036953-35037138	chr7:35694790-35695492	0.0572713	0.000157574	proximal	proximal	2
chr7:35646682-35646832	chr7:36366877-36367501	0.0868224	4.74685e-11	distal	distal	2
chr7:36366877-36367501	chr7:36746839-36747010	0.056251	0.000237342	distal	distal	2
chr7:38341292-38341612	chr7:38631141-38631644	0.108846	0	proximal	proximal	2
chr7:38782634-38782784	chr7:39166477-39166627	0.129672	0	distal	distal	2
chr7:39629878-39630150	chr7:39834014-39834309	0.251104	0	distal	distal	2
chr7:39833221-39833583	chr7:40182384-40182606	0.286741	0	distal	distal	2
chr7:42038176-42038326	chr7:42493925-42494147	0.357592	0	distal	distal	2
chr7:4267405-4267557	chr7:4792174-4792349	0.022154	0.612027	distal	distal	2
chr7:43113327-43113578	chr7:43868963-43869690	0.0228845	0.612027	proximal	proximal	4
chr7:43577565-43577753	chr7:43970421-43970584	0.067555	1.72492e-06	distal	distal	2
chr7:43577565-43577753	chr7:44012330-44012480	0.0429761	0.0239416	distal	distal	2
chr7:43778600-43779388	chr7:43987024-43987466	0.0326255	0.37043	distal	distal	2
chr7:43838960-43839222	chr7:44035322-44035472	0.100525	0	distal	distal	2
chr7:43868963-43869690	chr7:43925752-43926766	0.0560128	0.000260667	proximal	proximal	4
chr7:44012330-44012480	chr7:44289721-44289882	0.0286399	0.612027	distal	distal	2
chr7:44019056-44019352	chr7:44796831-44797594	0.0408335	0.0449394	proximal	proximal	6
chr7:44036259-44036661	chr7:44573513-44574144	0.0264342	0.612027	distal	distal	2
chr7:44082259-44083011	chr7:44748335-44748644	0.0317236	0.453968	proximal	proximal	2
chr7:44490159-44490780	chr7:44796061-44796244	0.0445089	0.0149704	proximal	proximal	2
chr7:44490159-44490780	chr7:44999525-45000250	0.0641404	8.39181e-06	proximal	proximal	2
chr7:44573513-44574144	chr7:45182130-45182336	0.392039	0	distal	distal	2
